时间,商品名称,库存变化,单笔销量
2026-09-08 19:43:33,HYUNJUN_DIY,初始库存: 2500,0
2026-09-10 21:21:07,HYUNJUN_DIY,2500 -> 2490,10
2026-09-10 21:42:18,HYUNJUN_DIY,2490 -> 2474,16
